event,field,program,star_id,classification,ef_classification,al_classification,ra,dec,ra_deg,dec_deg,t_0,t_eff,t_e,u_0,isource,ibase,icat,ctype,a_i,ogle_moa,related_event,extra_type
KMT-2017-BLG-2179,BLG11M0508,,056883,clear,,,17:29:38.90,-28:54:16.81,262.4120833333,-28.9046694444,7953.44637,,27.43,0.373,20.12,20.0,20.99,2.0,2.29,,,
KMT-2017-BLG-2180,SAO11M0601,,038430,clear,,,17:29:11.06,-29:50:11.90,262.2960833333,-29.8366388889,8024.2545,,52.94,0.181,21.02,20.0,20.51,2.0,2.29,,,
KMT-2017-BLG-2181,BLG11M0603,,038984,clear,,,17:29:02.53,-29:31:03.32,262.2605416667,-29.5175888889,7862.2472,,40.48,0.087,21.86,20.0,20.16,2.0,1.81,,,
KMT-2017-BLG-2182,BLG11M0701,,019783,clear,,,17:28:35.90,-29:49:55.92,262.1495833333,-29.8322,7872.93871,,6.33,0.873,19.84,19.9,19.9,2.0,2.16,,,
KMT-2017-BLG-2183,BLG11M0701,,059893,clear,,,17:28:28.44,-29:52:05.12,262.1185,-29.8680888889,7853.8027,,25.44,0.202,21.07,20.0,21.06,2.0,2.35,,,
KMT-2017-BLG-2184,SAO11M0708,,030124,clear,,,17:28:29.52,-28:59:43.01,262.123,-28.9952805556,7881.22909,,7.5,0.275,19.71,20.0,20.08,2.0,1.87,,,
KMT-2017-BLG-2185,BLG11N0107,,036693,clear,,,17:32:02.10,-30:07:33.64,263.00875,-30.1260111111,7887.88136,,7.4,0.081,20.34,20.0,20.34,2.0,2.05,,,
KMT-2017-BLG-2186,SAO11N0107,,047091,clear,,,17:31:58.31,-30:08:23.42,262.9929583333,-30.1398388889,7973.7311,,39.78,0.013,21.98,20.0,20.6,2.0,2.17,,,
KMT-2017-BLG-2187,BLG11N0108,,108955,clear,,,17:32:00.70,-30:04:50.23,263.0029166667,-30.0806194444,7814.27686,,37.13,0.088,20.97,20.0,25.0,3.0,1.83,,,
KMT-2017-BLG-2188,SSO11N0205,,043225,clear,,,17:31:10.73,-30:25:20.50,262.7947083333,-30.4223611111,7881.10061,,8.48,0.022,20.63,20.0,21.06,2.0,2.83,,,
KMT-2017-BLG-2189,BLG11N0208,,095085,clear,,,17:31:42.01,-30:07:27.55,262.9250416667,-30.1243194444,7927.45598,,19.82,0.02,21.71,20.0,22.15,2.0,2.65,,,
KMT-2017-BLG-2190,SSO11N0302,,056702,clear,,,17:30:34.91,-30:47:23.32,262.6454583333,-30.7898111111,7961.80373,,46.25,0.044,21.47,20.0,22.02,2.0,3.28,,,
KMT-2017-BLG-2191,SAO11N0304,,029625,clear,,,17:30:54.21,-30:31:31.76,262.725875,-30.5254888889,7873.3473,,36.29,0.189,21.68,20.0,20.61,2.0,2.62,,,
KMT-2017-BLG-2192,BLG11N0305,,060740,clear,,,17:31:01.81,-30:29:50.35,262.7575416667,-30.4973194444,7958.10145,,40.33,0.099,21.5,20.0,21.22,2.0,2.85,,,
KMT-2017-BLG-2193,BLG11N0307,,038655,clear,,,17:30:55.68,-30:11:10.61,262.732,-30.1862805556,7912.30459,,33.16,0.299,20.76,20.0,20.4,2.0,2.3,,OB170973,
KMT-2017-BLG-2194,SAO11N0403,,013829,clear,,,17:30:07.76,-30:42:32.51,262.5323333333,-30.7090305556,7890.01827,,20.85,0.184,20.36,20.0,20.79,2.0,4.32,,OB170893,
KMT-2017-BLG-2195,BLG11N0405,,053436,clear,,,17:30:27.42,-30:26:15.04,262.61425,-30.4375111111,7942.25217,,10.06,0.172,20.2,20.0,20.87,2.0,2.43,,OB171320,
KMT-2017-BLG-2196,BLG11N0406,,089531,clear,,,17:30:23.00,-30:17:01.18,262.5958333333,-30.2836611111,7838.60335,,8.51,0.075,22.55,20.0,21.97,2.0,2.7,,,
KMT-2017-BLG-2197,BLG11N0407,,023002,clear,,,17:30:26.72,-30:09:33.52,262.6113333333,-30.1593111111,7857.35813,,150.34,0.01,22.74,19.91,19.91,2.0,2.67,,,
KMT-2017-BLG-2198,BLG11N0604,,056005,clear,,,17:28:54.44,-30:33:04.75,262.2268333333,-30.5513194444,8005.79361,,138.87,0.07,23.37,20.0,21.88,2.0,3.43,,,
KMT-2017-BLG-2199,BLG11N0607,,028035,clear,,,17:29:20.61,-30:15:12.10,262.335875,-30.2533611111,7972.29474,,51.9,0.151,21.04,19.91,19.91,2.0,2.06,,OB171504,
KMT-2017-BLG-2200,BLG11N0804,,015287,clear,,,17:27:44.73,-30:33:43.81,261.936375,-30.5621694444,7811.44231,,14.89,0.475,19.95,20.0,20.43,2.0,3.13,,,
KMT-2017-BLG-2201,SAO11N0807,,073293,clear,,,17:27:57.32,-30:13:24.67,261.9888333333,-30.2235194444,8001.90194,,14.87,0.002,20.63,20.0,21.56,2.0,2.44,,,
KMT-2017-BLG-2202,SAO11T0107,,008428,clear,,,17:26:58.30,-30:11:21.95,261.7429166667,-30.1894305556,8029.51058,,30.82,0.021,19.35,19.27,19.27,3.0,2.64,,OB171774,
KMT-2017-BLG-2203,BLG11T0202,,007262,clear,,,17:26:34.27,-30:46:47.32,261.6427916667,-30.7798111111,7825.16211,,6.86,0.691,19.91,19.75,19.75,2.0,3.68,,,
KMT-2017-BLG-2204,SAO11T0203,,030292,clear,,,17:26:19.33,-30:41:52.69,261.5805416667,-30.6979694444,7923.52085,,51.3,0.146,22.17,20.0,21.58,2.0,3.78,,,
KMT-2017-BLG-2205,BLG11T0206,,032934,clear,,,17:26:46.19,-30:21:06.62,261.6924583333,-30.3518388889,7843.07742,,8.08,0.888,20.23,20.0,20.9,2.0,2.71,,,
KMT-2017-BLG-2206,BLG11T0206,,050318,clear,,,17:26:16.11,-30:22:53.94,261.567125,-30.38165,7951.23875,,23.85,0.041,23.25,20.0,21.36,2.0,2.89,,,
KMT-2017-BLG-2207,SAO11T0301,,043202,clear,,,17:26:06.24,-30:55:01.78,261.526,-30.9171611111,8001.50629,,26.35,0.016,23.28,20.0,21.51,2.0,2.72,,,
KMT-2017-BLG-2208,BLG11T0303,,016472,clear,,,17:25:53.65,-30:42:16.74,261.4735416667,-30.70465,7902.15259,,15.25,0.019,21.7,20.0,20.81,2.0,3.47,,,
KMT-2017-BLG-2209,BLG11T0306,,050296,clear,,,17:26:08.08,-30:17:46.14,261.5336666667,-30.29615,7864.20281,,11.57,0.172,20.11,20.0,21.45,2.0,2.82,,OB170614,
KMT-2017-BLG-2210,SAO11T0307,,085742,clear,,,17:26:04.60,-30:10:37.56,261.5191666667,-30.1771,7849.22256,,18.67,0.098,22.02,20.0,22.34,2.0,2.41,,,
KMT-2017-BLG-2211,SSO11T0403,,055888,clear,,,17:25:25.52,-30:40:25.03,261.3563333333,-30.6736194444,7839.14502,,29.96,0.034,21.61,20.0,22.06,2.0,3.01,,,
KMT-2017-BLG-2212,BLG11T0406,,054821,clear,,,17:25:17.97,-30:20:18.31,261.324875,-30.3384194444,7982.58244,,3.21,0.058,19.91,20.0,21.43,2.0,2.55,,,
KMT-2017-BLG-2213,BLG11T0604,,028234,clear,,,17:24:04.77,-30:31:16.43,261.019875,-30.5212305556,7862.97893,,15.82,0.037,21.66,20.0,21.26,2.0,2.87,,,
KMT-2017-BLG-2214,BLG12K0102,,034669,clear,,,17:27:05.55,-27:39:18.47,261.773125,-27.6551305556,7878.87856,,14.45,0.049,20.82,20.0,20.67,2.0,1.87,,,
KMT-2017-BLG-2215,SAO12K0104,,010292,clear,,,17:27:10.91,-27:17:53.05,261.7954583333,-27.2980694444,7878.64434,,35.88,0.587,19.82,19.96,19.96,2.0,2.62,,,
KMT-2017-BLG-2216,SAO12K0606,,006262,clear,,,17:24:07.70,-27:02:25.76,261.0320833333,-27.0404888889,7810.65977,,11.58,0.141,19.85,19.86,19.86,2.0,2.33,,,
KMT-2017-BLG-2217,SAO12K0708,,016804,clear,,,17:23:34.05,-26:53:51.58,260.891875,-26.8976611111,7923.25469,,6.21,0.259,20.41,20.0,21.06,2.0,-9.99,,,
KMT-2017-BLG-2218,BLG12M0102,,020560,clear,,,17:31:51.17,-27:35:14.57,262.9632083333,-27.5873805556,7821.6076,,23.24,0.644,19.74,20.0,20.27,2.0,2.43,,OB170283,
KMT-2017-BLG-2219,BLG12M0201,,016903,clear,,,17:31:30.08,-27:40:19.99,262.8753333333,-27.6722194444,7874.74356,,62.77,0.165,21.21,19.9,19.9,2.0,2.27,,,
KMT-2017-BLG-2220,BLG12M0505,,002939,clear,,,17:29:52.21,-27:13:57.32,262.4675416667,-27.2325888889,8019.88393,,18.97,0.892,18.54,18.39,18.39,2.0,2.65,,,
KMT-2017-BLG-2221,SAO12M0602,,031722,clear,,,17:29:14.26,-27:36:19.33,262.3094166667,-27.6053694444,7968.22831,,30.41,0.289,20.86,20.0,20.94,2.0,2.8,,,
KMT-2017-BLG-2222,BLG12M0605,,008342,clear,,,17:29:21.83,-27:10:05.99,262.3409583333,-27.1683305556,7859.01349,,41.49,0.201,20.76,20.0,20.13,2.0,2.72,,,
KMT-2017-BLG-2223,BLG12M0707,,030466,clear,,,17:28:42.45,-27:00:15.91,262.176875,-27.0044194444,7834.25009,,19.96,0.09,21.05,20.0,21.57,2.0,2.97,,,
KMT-2017-BLG-2224,SAO12M0801,,006841,clear,,,17:27:43.94,-27:39:59.08,261.9330833333,-27.6664111111,7882.14134,,14.45,0.202,20.42,19.27,19.27,2.0,2.12,,,
KMT-2017-BLG-2225,SAO12M0802,,061037,clear,,,17:27:57.40,-27:37:32.16,261.9891666667,-27.6256,7866.84612,,9.71,0.352,20.11,20.0,21.47,2.0,2.15,,,
KMT-2017-BLG-2226,BLG12N0102,,063481,clear,,,17:31:59.92,-28:44:04.27,262.9996666667,-28.7345194444,7962.36913,,14.74,0.424,19.86,20.0,21.54,2.0,2.54,,,
KMT-2017-BLG-2227,BLG12N0108,,014282,clear,,,17:31:58.89,-27:53:08.99,262.995375,-27.8858305556,7850.34067,,48.29,0.021,20.76,19.89,19.89,2.0,2.66,,,
KMT-2017-BLG-2228,BLG12N0304,,009162,clear,,,17:30:52.85,-28:30:13.82,262.7202083333,-28.5038388889,7994.50356,,60.77,0.093,21.78,18.95,18.95,2.0,2.24,,OB171649,
KMT-2017-BLG-2229,BLG12N0307,,024027,clear,,,17:30:53.61,-28:00:35.64,262.723375,-28.0099,7952.81378,,6.02,0.377,19.91,20.0,20.18,2.0,2.18,,OB171404,
KMT-2017-BLG-2230,SSO12N0308,,094771,clear,,,17:31:08.32,-27:58:46.24,262.7846666667,-27.9795111111,7957.96983,,31.79,0.038,21.79,20.0,22.27,2.0,2.41,,,
KMT-2017-BLG-2231,SAO12N0503,,082761,clear,,,17:29:55.78,-28:35:28.64,262.4824166667,-28.5912888889,7846.79434,,17.54,0.076,21.38,20.0,21.64,2.0,2.06,,,
KMT-2017-BLG-2232,SAO12N0604,,048009,clear,,,17:29:01.37,-28:28:29.06,262.2557083333,-28.4747388889,7881.23986,,7.15,0.509,19.92,20.0,20.8,2.0,2.09,,OB170783,
KMT-2017-BLG-2233,BLG12N0705,,004378,clear,,,17:28:26.64,-28:23:05.53,262.111,-28.3848694444,7838.36321,,8.11,0.899,18.67,17.98,17.98,2.0,1.93,,OB170385,
KMT-2017-BLG-2234,SAO12N0706,,009086,clear,,,17:28:41.52,-28:09:42.70,262.173,-28.1618611111,7859.63259,,35.41,0.286,19.63,19.31,19.31,2.0,2.1,,OB170466,
KMT-2017-BLG-2235,BLG12N0706,,051973,clear,,,17:28:34.10,-28:13:26.72,262.1420833333,-28.2240888889,7852.17658,,18.24,0.498,20.26,20.0,21.02,2.0,2.3,,,
KMT-2017-BLG-2236,SAO12T0107,,088005,clear,,,17:27:19.71,-28:06:52.34,261.832125,-28.1145388889,7913.67539,,37.93,0.097,21.04,20.0,25.0,3.0,2.04,,,
KMT-2017-BLG-2237,SAO12T0108,,046111,clear,,,17:27:02.64,-27:54:44.64,261.761,-27.9124,7919.63941,,28.11,0.269,21.25,20.0,21.25,2.0,2.4,,,
KMT-2017-BLG-2238,SSO12T0201,,007822,clear,,,17:26:35.07,-28:46:24.64,261.646125,-28.7735111111,7957.34926,,24.03,0.051,21.19,18.91,18.91,2.0,2.07,,,
KMT-2017-BLG-2239,BLG12T0203,,094792,clear,,,17:26:30.27,-28:33:26.68,261.626125,-28.5574111111,7840.52556,,11.0,0.099,20.29,20.0,25.0,3.0,1.95,,OB170439,
KMT-2017-BLG-2240,BLG12T0204,,001301,clear,,,17:26:34.85,-28:29:01.54,261.6452083333,-28.4837611111,7962.14554,,10.01,0.201,20.31,16.89,16.89,2.0,2.06,,,
KMT-2017-BLG-2241,BLG12T0502,,005827,clear,,,17:24:58.77,-28:40:09.77,261.244875,-28.6693805556,7868.89255,,2.77,0.855,18.86,18.86,18.86,2.0,2.09,,,
KMT-2017-BLG-2242,SAO12T0503,,031599,clear,,,17:24:53.04,-28:35:01.25,261.221,-28.5836805556,7951.28324,,22.14,0.405,20.06,20.0,20.83,2.0,2.36,,OB171344,
KMT-2017-BLG-2243,SAO12T0507,,064772,clear,,,17:25:07.62,-28:08:00.42,261.28175,-28.13345,7903.15468,,20.41,0.103,21.67,20.0,21.74,2.0,1.87,,,
KMT-2017-BLG-2244,SAO12T0602,,045585,clear,,,17:24:14.17,-28:42:10.40,261.0590416667,-28.7028888889,8017.14227,,25.52,0.289,20.06,20.0,21.13,2.0,2.11,,,
KMT-2017-BLG-2245,SSO12T0705,,085250,clear,,,17:23:52.37,-28:16:08.15,260.9682083333,-28.2689305556,7918.75382,,7.96,0.087,20.05,20.0,25.0,3.0,2.11,,OB171119,
KMT-2017-BLG-2246,BLG13K0101,,018228,clear,,,17:34:20.98,-34:14:16.26,263.5874166667,-34.23785,7865.97019,,27.54,0.069,22.33,20.0,20.9,2.0,4.21,,,
KMT-2017-BLG-2247,BLG13K0207,,036290,clear,,,17:33:51.26,-33:27:19.91,263.4635833333,-33.4555305556,7945.17094,,31.07,0.08,21.26,20.0,21.72,2.0,5.38,,,
KMT-2017-BLG-2248,SAO13M0304,,015741,clear,,,17:38:08.04,-33:49:40.08,264.5335,-33.8278,7896.37721,,53.76,0.08,20.56,20.0,20.59,2.0,3.64,,,
KMT-2017-BLG-2249,BLG13M0304,,045024,clear,,,17:38:06.76,-33:50:15.29,264.5281666667,-33.8375805556,7809.28902,,21.84,0.202,20.8,20.0,21.88,2.0,3.64,,,
KMT-2017-BLG-2250,BLG13M0305,,041018,clear,,,17:38:25.40,-33:44:09.60,264.6058333333,-33.736,7832.98471,,24.22,0.056,21.23,20.0,21.23,2.0,3.05,,,
KMT-2017-BLG-2251,SAO13M0702,,042546,clear,,,17:35:49.78,-34:09:12.31,263.9574166667,-34.1534194444,7897.79583,,20.98,0.093,21.61,20.0,21.74,2.0,3.54,,,
KMT-2017-BLG-2252,BLG13N0201,,011704,clear,,,17:38:58.14,-35:20:29.65,264.74225,-35.3415694444,7830.88547,,83.68,0.03,21.55,19.39,19.39,2.0,2.08,,OB170337,
KMT-2017-BLG-2253,SAO13N0201,,030708,clear,,,17:38:55.97,-35:18:12.35,264.7332083333,-35.3034305556,7887.3939,,14.5,0.5,21.19,20.0,20.45,2.0,1.99,,,
KMT-2017-BLG-2254,SAO13N0303,,004008,clear,,,17:38:34.97,-35:02:41.96,264.6457083333,-35.0449888889,7885.02282,,40.56,0.002,19.97,18.0,18.0,2.0,2.52,,OB170770,
KMT-2017-BLG-2255,BLG13N0308,,035262,clear,,,17:38:28.85,-34:28:08.69,264.6202083333,-34.4690805556,7879.95573,,8.0,0.398,19.8,20.0,21.06,2.0,3.06,,,
KMT-2017-BLG-2256,SAO13N0308,,071787,clear,,,17:38:14.61,-34:29:01.14,264.560875,-34.48365,7896.26282,,47.81,0.032,22.29,20.0,22.1,2.0,2.82,,,
KMT-2017-BLG-2257,BLG13N0407,,025360,clear,,,17:37:29.29,-34:36:30.31,264.3720416667,-34.6084194444,7832.03891,,34.37,0.11,21.58,20.0,20.66,2.0,2.99,,OB170384,
KMT-2017-BLG-2258,SAO13N0807,,034872,clear,,,17:35:27.33,-34:36:05.33,263.863875,-34.6014805556,7997.83884,,50.35,0.169,21.54,20.0,21.58,2.0,3.77,,,
KMT-2017-BLG-2259,BLG13T0405,,010308,clear,,,17:32:42.27,-34:49:07.10,263.176125,-34.8186388889,7857.42501,,24.85,0.398,21.04,20.0,21.77,2.0,6.08,,,
KMT-2017-BLG-2260,BLG14K0101,,053839,clear,,,17:36:34.06,-28:48:13.43,264.1419166667,-28.8037305556,8019.83975,,29.22,0.115,20.68,20.0,21.2,3.0,3.06,,,
KMT-2017-BLG-2261,BLG14K0103,,075581,clear,,,17:36:10.95,-28:28:38.93,264.045625,-28.4774805556,7807.97457,,41.21,0.007,21.19,20.0,21.93,2.0,3.5,,,
KMT-2017-BLG-2262,SAO14K0105,,049479,clear,,,17:36:40.76,-28:19:18.55,264.1698333333,-28.3218194444,7883.39708,,7.03,0.109,21.61,20.0,21.93,2.0,3.96,,,
KMT-2017-BLG-2263,SAO14K0106,,080867,clear,,,17:36:18.90,-28:05:21.19,264.07875,-28.0892194444,7928.87799,,27.04,0.028,23.02,20.0,22.17,2.0,3.31,,,
KMT-2017-BLG-2264,BLG14K0201,,027217,clear,,,17:35:35.67,-28:49:58.87,263.898625,-28.8330194444,7864.55194,,15.4,0.109,22.08,20.0,20.54,2.0,3.59,,,
KMT-2017-BLG-2265,BLG14K0205,,074386,clear,,,17:36:00.78,-28:16:16.54,264.00325,-28.2712611111,8017.49467,,20.16,0.195,20.8,20.0,22.2,2.0,3.95,,,
KMT-2017-BLG-2266,BLG14K0208,,043936,clear,,,17:35:37.87,-27:53:18.78,263.9077916667,-27.88855,7987.91543,,20.8,0.014,22.92,20.0,21.58,3.0,3.27,,,
KMT-2017-BLG-2267,BLG14K0305,,090874,clear,,,17:35:18.43,-28:18:53.32,263.8267916667,-28.3148111111,7935.78255,,10.5,0.03,22.63,20.0,22.17,2.0,3.1,,,
KMT-2017-BLG-2268,BLG14K0306,,094196,clear,,,17:35:28.19,-28:12:35.78,263.8674583333,-28.2099388889,7935.22093,,23.46,0.296,21.48,20.0,22.38,2.0,3.2,,,
KMT-2017-BLG-2269,SAO14K0402,,053016,clear,,,17:34:45.15,-28:36:03.78,263.688125,-28.60105,7879.58196,,62.28,0.011,23.53,20.0,21.27,2.0,3.2,,,
KMT-2017-BLG-2270,SAO14K0404,,062663,clear,,,17:34:38.47,-28:22:36.12,263.6602916667,-28.3767,7889.53745,,31.45,0.033,21.51,20.0,21.37,2.0,2.94,,,
KMT-2017-BLG-2271,BLG14K0407,,060228,clear,,,17:34:55.40,-28:05:04.85,263.7308333333,-28.0846805556,7911.67282,,9.16,0.989,20.08,20.0,21.26,2.0,3.12,,,
KMT-2017-BLG-2272,SSO14K0408,,061297,clear,,,17:34:27.47,-27:51:32.83,263.6144583333,-27.8591194444,7804.78237,,21.51,0.064,20.8,20.0,21.39,2.0,2.68,,,
KMT-2017-BLG-2273,BLG14K0408,,093202,clear,,,17:34:55.48,-27:54:19.98,263.7311666667,-27.90555,7991.39586,,22.05,0.174,21.06,20.0,22.36,2.0,2.87,,,
KMT-2017-BLG-2274,BLG14K0501,,014325,clear,,,17:34:08.60,-28:43:54.05,263.5358333333,-28.7316805556,7994.03619,,25.27,0.045,23.08,20.0,20.44,2.0,3.58,,,
KMT-2017-BLG-2275,SSO14K0507,,028279,clear,,,17:34:15.48,-28:01:57.25,263.5645,-28.0325694444,8017.4134,,9.36,0.262,19.88,20.0,20.34,2.0,2.64,,,
KMT-2017-BLG-2276,BLG14K0602,,033477,clear,,,17:33:44.65,-28:37:28.70,263.4360416667,-28.6246388889,7838.02548,,56.13,0.183,21.87,20.0,21.54,2.0,3.7,,,
KMT-2017-BLG-2277,BLG14K0606,,076727,clear,,,17:33:39.08,-28:07:34.68,263.4128333333,-28.1263,7813.92422,,15.0,0.086,21.1,20.0,21.52,2.0,2.74,,,
KMT-2017-BLG-2278,BLG14K0608,,052418,clear,,,17:33:44.82,-27:51:22.54,263.43675,-27.8562611111,7834.06557,,15.94,0.169,20.25,20.0,21.24,2.0,2.74,,,
KMT-2017-BLG-2279,SAO14K0701,,018063,clear,,,17:32:45.87,-28:43:16.79,263.191125,-28.7213305556,7885.99921,,10.08,0.102,20.51,20.0,20.99,2.0,3.49,,,
KMT-2017-BLG-2280,BLG14K0703,,016051,clear,,,17:32:59.76,-28:31:55.67,263.249,-28.5321305556,7828.70966,,18.58,0.01,21.35,20.0,20.26,2.0,3.03,,OB170356,
KMT-2017-BLG-2281,BLG14K0703,,113190,clear,,,17:32:55.51,-28:29:54.56,263.2312916667,-28.4984888889,7992.38504,,61.4,0.102,20.95,20.0,25.0,3.0,2.84,,,
KMT-2017-BLG-2282,BLG14K0704,,074105,clear,,,17:32:40.25,-28:26:51.54,263.1677083333,-28.44765,7913.71852,,30.18,0.038,22.48,20.0,21.38,2.0,2.69,,,
KMT-2017-BLG-2283,SAO14K0707,,068358,clear,,,17:32:48.39,-27:58:56.89,263.201625,-27.9824694444,7905.74977,,15.22,0.192,21.58,20.0,21.63,2.0,2.85,,,
KMT-2017-BLG-2284,SAO14K0804,,016603,clear,,,17:32:14.73,-28:20:31.13,263.061375,-28.3419805556,7878.44011,,40.3,0.176,20.12,19.89,19.89,2.0,2.35,,,
KMT-2017-BLG-2285,SAO14K0806,,007904,clear,,,17:32:34.20,-28:10:25.18,263.1425,-28.1736611111,7860.11616,,18.47,0.149,20.98,19.32,19.32,2.0,3.05,,OB170572,
KMT-2017-BLG-2286,SAO14K0806,,077444,clear,,,17:32:14.68,-28:07:00.55,263.0611666667,-28.1168194444,7809.47149,,51.11,0.005,21.87,20.0,22.07,2.0,2.62,,,
KMT-2017-BLG-2287,SAO14K0807,,081569,clear,,,17:32:40.04,-27:59:19.00,263.1668333333,-27.9886111111,7884.68985,,7.27,0.478,20.0,20.0,22.06,2.0,2.85,,,
KMT-2017-BLG-2288,SSO14M0103,,042205,clear,,,17:41:06.77,-28:28:26.80,265.2782083333,-28.4741111111,7962.09782,,4.6,0.006,21.76,20.0,21.94,2.0,4.39,,,
KMT-2017-BLG-2289,BLG14M0105,,059679,clear,,,17:41:25.19,-28:13:01.81,265.3549583333,-28.2171694444,7995.8646,,18.25,0.09,21.95,20.0,22.03,2.0,4.07,,,
KMT-2017-BLG-2290,BLG14M0106,,025425,clear,,,17:41:10.60,-28:09:13.72,265.2941666667,-28.1538111111,7898.91131,,30.32,0.121,20.49,20.0,20.88,2.0,4.11,,,
KMT-2017-BLG-2291,BLG14M0107,,005345,clear,,,17:41:15.06,-28:04:46.60,265.31275,-28.0796111111,7844.60065,,10.88,0.021,20.93,18.53,18.53,2.0,3.7,,,
KMT-2017-BLG-2292,SAO14M0107,,027931,clear,,,17:41:03.31,-28:04:58.15,265.2637916667,-28.0828194444,7871.4595,,15.05,0.01,21.82,20.0,20.84,2.0,3.69,,,
KMT-2017-BLG-2293,SAO14M0107,,088498,clear,,,17:40:56.41,-28:04:44.62,265.2350416667,-28.0790611111,7939.48322,,19.89,0.029,21.52,20.0,25.0,3.0,3.74,,,
KMT-2017-BLG-2294,BLG14M0108,,087640,clear,,,17:41:14.50,-27:55:08.58,265.3104166667,-27.91905,7916.65889,,10.71,0.062,21.17,20.0,25.0,3.0,3.34,,,
KMT-2017-BLG-2295,BLG14M0201,,012519,clear,,,17:40:42.85,-28:44:07.51,265.1785416667,-28.7354194444,7856.04913,,97.21,0.032,23.49,20.0,20.84,2.0,5.14,,,
KMT-2017-BLG-2296,BLG14M0202,,016659,clear,,,17:40:31.12,-28:35:58.09,265.1296666667,-28.5994694444,7862.25417,,8.56,0.113,21.18,20.0,20.59,2.0,4.39,,,
KMT-2017-BLG-2297,BLG14M0203,,019885,clear,,,17:40:48.65,-28:28:58.26,265.2027083333,-28.48285,7973.02695,,34.71,0.294,21.36,20.0,20.87,2.0,4.24,,,
KMT-2017-BLG-2298,SAO14M0203,,025827,clear,,,17:40:32.36,-28:27:46.12,265.1348333333,-28.4628111111,7903.28647,,13.04,0.119,21.32,20.0,21.25,2.0,4.44,,,
KMT-2017-BLG-2299,SSO14M0204,,005899,clear,,,17:40:38.77,-28:26:13.06,265.1615416667,-28.4369611111,7874.37631,,5.67,0.03,19.9,19.02,19.02,2.0,4.27,,,
KMT-2017-BLG-2300,SSO14M0302,,045203,clear,,,17:39:53.23,-28:40:31.98,264.9717916667,-28.67555,7898.68824,,23.34,0.168,21.73,20.0,22.08,2.0,5.0,,,
KMT-2017-BLG-2301,BLG14M0306,,034583,clear,,,17:39:52.76,-28:05:34.37,264.9698333333,-28.0928805556,7819.53246,,21.96,0.163,20.73,20.0,20.86,2.0,3.04,,,
KMT-2017-BLG-2302,BLG14M0404,,024835,clear,,,17:39:19.30,-28:20:21.08,264.8304166667,-28.3391888889,7939.11167,,37.45,0.078,22.46,20.0,20.55,2.0,2.93,,,
KMT-2017-BLG-2303,BLG14M0404,,054250,clear,,,17:39:33.20,-28:22:23.92,264.8883333333,-28.3733111111,7964.53648,,6.12,0.948,19.98,20.0,21.56,3.0,3.34,,,
KMT-2017-BLG-2304,BLG14M0405,,064133,clear,,,17:39:17.43,-28:17:32.78,264.822625,-28.2924388889,7957.65076,,199.93,0.003,24.74,20.0,21.19,2.0,2.79,,,
KMT-2017-BLG-2305,SAO14M0505,,097064,clear,,,17:38:54.88,-28:16:40.87,264.7286666667,-28.2780194444,7990.96114,,5.4,0.107,21.22,20.0,25.0,3.0,2.9,,,
KMT-2017-BLG-2306,BLG14M0601,,077667,clear,,,17:38:36.82,-28:44:22.45,264.6534166667,-28.7395694444,8039.05817,,30.7,0.203,21.08,20.0,22.36,2.0,3.92,,,
KMT-2017-BLG-2307,BLG14M0602,,039818,clear,,,17:38:26.68,-28:41:20.80,264.6111666667,-28.6891111111,7923.98347,,32.15,0.024,23.4,20.0,21.13,2.0,3.54,,,
KMT-2017-BLG-2308,BLG14M0603,,036912,clear,,,17:38:23.67,-28:32:05.17,264.598625,-28.5347694444,7958.85391,,12.58,0.091,20.25,20.0,21.17,2.0,3.48,,OB171469,
KMT-2017-BLG-2309,BLG14M0604,,021012,clear,,,17:38:09.97,-28:26:31.78,264.5415416667,-28.4421611111,7863.5655,,18.46,0.552,19.83,20.0,20.23,2.0,3.4,,OB170809,
KMT-2017-BLG-2310,BLG14M0604,,030294,clear,,,17:38:37.22,-28:20:54.60,264.6550833333,-28.3485,7817.93853,,12.3,0.61,19.89,20.0,20.66,2.0,3.09,,,
KMT-2017-BLG-2311,BLG14M0605,,063848,clear,,,17:38:10.28,-28:16:40.66,264.5428333333,-28.2779611111,7988.85079,,4.36,0.09,21.34,20.0,22.14,2.0,4.13,,,
KMT-2017-BLG-2312,SAO14M0606,,107353,clear,,,17:38:13.64,-28:08:29.26,264.5568333333,-28.1414611111,7950.37998,,8.77,0.076,21.64,20.0,25.0,3.0,3.12,,,
KMT-2017-BLG-2313,BLG14M0608,,042925,clear,,,17:38:31.49,-27:54:40.21,264.6312083333,-27.9111694444,7913.54066,,32.37,0.31,20.49,20.0,20.85,2.0,3.0,,,
KMT-2017-BLG-2314,SAO14M0702,,014499,clear,,,17:37:54.13,-28:40:12.04,264.4755416667,-28.6700111111,7858.03042,,196.27,0.03,21.65,19.61,19.61,2.0,3.19,,,
KMT-2017-BLG-2315,BLG14M0704,,014965,clear,,,17:37:37.47,-28:26:31.92,264.406125,-28.4422,7911.01234,,39.28,0.814,19.9,20.0,20.3,2.0,3.6,,OB171065,
KMT-2017-BLG-2316,BLG14M0705,,018209,clear,,,17:37:33.53,-28:19:21.18,264.3897083333,-28.32255,7867.3962,,56.52,0.011,23.12,20.0,21.03,2.0,4.2,,,
